,location,total_sqft,bath,price,bhk
5698,Vasanthapura,1037.0,2.0,36.28,2
5699,Vidyaranyapura,1440.0,2.0,95.0,2
5700,Vidyaranyapura,1062.0,2.0,38.0,2
5701,Vidyaranyapura,1200.0,2.0,55.0,2
5702,Vidyaranyapura,1200.0,4.0,90.0,4
5703,Vidyaranyapura,1060.0,2.0,55.0,2
5704,Vidyaranyapura,1100.0,2.0,54.0,2
5705,Vidyaranyapura,1440.0,2.0,70.0,3
5706,Vidyaranyapura,1100.0,2.0,54.0,2
5707,Vidyaranyapura,1000.0,2.0,35.0,2
5708,Vidyaranyapura,1120.0,2.0,70.0,2
5709,Vidyaranyapura,945.0,2.0,40.0,2
5710,Vidyaranyapura,1100.0,2.0,54.0,2
5711,Vidyaranyapura,1200.0,2.0,65.0,3
5712,Vidyaranyapura,1200.0,2.0,52.0,2
5713,Vidyaranyapura,1050.0,2.0,50.0,2
5714,Vidyaranyapura,1188.0,2.0,50.0,2
5715,Vidyaranyapura,1100.0,2.0,75.0,3
5716,Vidyaranyapura,1100.0,2.0,72.0,3
5717,Vidyaranyapura,2400.0,5.0,135.0,4
5718,Vidyaranyapura,1100.0,2.0,41.0,2
5719,Vidyaranyapura,1200.0,2.0,60.5,2
5720,Vidyaranyapura,1200.0,2.0,42.0,2
5721,Vijayanagar,1704.0,3.0,110.0,3
5722,Vijayanagar,1933.0,3.0,129.0,3
5723,Vijayanagar,1450.0,3.0,100.0,3
5724,Vijayanagar,1580.0,2.0,134.0,3
5725,Vijayanagar,1826.0,3.0,121.0,3
5726,Vijayanagar,1739.0,3.0,116.0,3
5727,Vijayanagar,1490.0,3.0,100.0,3
5728,Vijayanagar,1180.0,2.0,65.0,2
5729,Vijayanagar,606.0,1.0,34.78,1
5730,Vijayanagar,1352.0,2.0,68.0,2
5731,Vijayanagar,1527.0,3.0,115.0,3
5732,Vijayanagar,989.0,2.0,60.0,2
5733,Vijayanagar,1520.0,2.0,103.0,3
5734,Vijayanagar,1749.0,3.0,117.0,3
5735,Vijayanagar,1046.0,2.0,75.0,2
5736,Vijayanagar,606.0,1.0,40.0,1
5737,Vijayanagar,1200.0,2.0,62.0,2
5738,Vijayanagar,1760.0,3.0,140.0,3
5739,Vijayanagar,2047.0,3.0,136.0,3
5740,Vijayanagar,1200.0,2.0,75.0,3
5741,Vijayanagar,1178.0,2.0,82.0,2
5742,Vijayanagar,864.0,2.0,45.0,2
5743,Vijayanagar,2100.0,6.0,252.0,4
5744,Vijayanagar,920.0,2.0,60.0,2
5745,Vijayanagar,1019.0,2.0,58.0,2
5746,Vijayanagar,2400.0,6.0,125.0,5
5747,Vijayanagar,1180.0,2.0,86.0,2
5748,Vijayanagar,1046.0,2.0,49.06,2
5749,Vijayanagar,2400.0,2.0,230.0,1
5750,Vijayanagar,492.0,1.0,40.0,1
5751,Vishveshwarya Layout,750.0,1.0,30.0,1
5752,Vishveshwarya Layout,2000.0,4.0,75.0,4
5753,Vishveshwarya Layout,2100.0,6.0,92.0,6
5754,Vishveshwarya Layout,2000.0,3.0,90.0,4
5755,Vishwapriya Layout,820.0,2.0,30.0,2
5756,Vishwapriya Layout,770.0,2.0,30.0,2
5757,Vishwapriya Layout,910.0,2.0,36.0,2
5758,Vishwapriya Layout,890.0,2.0,37.0,2
5759,Vittasandra,1404.0,2.0,71.0,2
5760,Vittasandra,1246.0,2.0,67.0,2
5761,Vittasandra,1404.0,2.0,69.3,2
5762,Vittasandra,1246.0,2.0,67.3,2
5763,Vittasandra,1246.0,2.0,64.5,2
5764,Vittasandra,1246.0,2.0,64.5,2
5765,Vittasandra,1246.0,2.0,68.0,2
5766,Vittasandra,1238.0,2.0,67.0,2
5767,Vittasandra,1404.0,2.0,75.0,2
5768,Vittasandra,1246.0,2.0,65.0,2
5769,Vittasandra,1238.0,2.0,67.0,2
5770,Vittasandra,1246.0,2.0,67.4,2
5771,Vittasandra,1259.0,2.0,67.4,2
5772,Vittasandra,1404.0,2.0,68.8,2
5773,Vittasandra,1246.0,2.0,62.3,2
5774,Vittasandra,1246.0,2.0,63.0,2
5775,Vittasandra,1246.0,2.0,67.4,2
5776,Vittasandra,1246.0,2.0,65.4,2
5777,Vittasandra,1238.0,2.0,67.32,2
5778,Vittasandra,1246.0,2.0,67.4,2
5779,Vittasandra,1246.0,2.0,67.3,2
5780,Vittasandra,1404.0,2.0,70.0,2
5781,Vittasandra,1259.0,2.0,67.48,2
5782,Vittasandra,1404.0,2.0,75.0,2
5783,Vittasandra,1246.0,2.0,67.0,2
5784,Vittasandra,1404.0,2.0,72.0,2
5785,Vittasandra,1246.0,2.0,67.5,2
5786,Vittasandra,1246.0,2.0,67.5,2
5787,Vittasandra,1404.0,2.0,70.0,2
5788,Vittasandra,1246.0,2.0,65.0,2
5789,Vittasandra,1246.0,2.0,67.4,2
5790,Whitefield,1610.0,3.0,81.0,3
5791,Whitefield,1459.0,2.0,94.82,2
5792,Whitefield,1280.0,2.0,75.0,2
5793,Whitefield,1910.0,3.0,161.0,3
5794,Whitefield,3252.0,4.0,230.0,4
5795,Whitefield,11890.0,4.0,700.0,4
5796,Whitefield,1150.0,2.0,70.0,2
5797,Whitefield,1768.0,3.0,101.0,3
5798,Whitefield,4144.0,4.0,315.0,4
5799,Whitefield,4104.0,4.0,360.0,4
5800,Whitefield,1790.0,3.0,100.0,3
5801,Whitefield,1720.0,3.0,100.0,3
5802,Whitefield,1640.0,4.0,91.0,3
5803,Whitefield,2280.0,4.0,126.0,3
5804,Whitefield,1897.0,3.0,130.0,3
5805,Whitefield,2225.0,2.0,125.0,3
5806,Whitefield,4348.5,2.0,304.0,4
5807,Whitefield,2268.0,3.0,163.0,4
5808,Whitefield,2400.0,4.0,200.0,4
5809,Whitefield,1360.0,2.0,95.0,2
5810,Whitefield,1697.0,3.0,94.79,3
5811,Whitefield,5000.0,4.0,400.0,4
5812,Whitefield,3000.0,5.0,250.0,4
5813,Whitefield,1700.0,3.0,115.0,3
5814,Whitefield,2842.0,3.0,162.0,3
5815,Whitefield,1500.0,3.0,130.0,3
5816,Whitefield,1280.0,2.0,75.0,2
5817,Whitefield,1405.0,2.0,78.0,3
5818,Whitefield,2225.0,3.0,115.0,3
5819,Whitefield,1272.0,2.0,95.05,2
5820,Whitefield,1192.0,2.0,71.0,2
5821,Whitefield,1626.0,3.0,89.0,3
5822,Whitefield,1585.0,3.0,88.0,3
5823,Whitefield,665.0,2.0,28.585,1
5824,Whitefield,1280.0,2.0,85.0,2
5825,Whitefield,1200.0,3.0,68.5,3
5826,Whitefield,4000.0,4.0,330.0,4
5827,Whitefield,1697.0,3.0,108.0,3
5828,Whitefield,3606.0,4.0,312.0,4
5829,Whitefield,1485.0,2.0,90.0,2
5830,Whitefield,950.0,1.0,50.0,1
5831,Whitefield,3584.0,4.0,199.0,4
5832,Whitefield,825.0,1.0,45.0,1
5833,Whitefield,1635.0,2.0,85.0,3
5834,Whitefield,1216.0,2.0,79.0,2
5835,Whitefield,920.0,2.0,63.0,2
5836,Whitefield,1170.0,2.0,71.0,2
5837,Whitefield,1118.0,2.0,75.0,2
5838,Whitefield,1800.0,3.0,110.0,3
5839,Whitefield,1562.0,3.0,103.0,3
5840,Whitefield,2321.0,4.0,128.0,3
5841,Whitefield,1320.0,2.0,95.0,2
5842,Whitefield,3010.0,3.0,200.0,3
5843,Whitefield,1346.0,2.0,96.17,2
5844,Whitefield,3850.0,5.0,316.0,3
5845,Whitefield,2500.0,4.0,155.0,4
5846,Whitefield,905.0,1.0,55.0,1
5847,Whitefield,2268.0,3.0,146.0,4
5848,Whitefield,630.5,1.0,32.79,1
5849,Whitefield,3537.0,5.0,210.0,4
5850,Whitefield,1697.0,3.0,115.0,3
5851,Whitefield,3250.0,5.0,290.0,5
5852,Whitefield,1269.0,2.0,75.0,2
5853,Whitefield,3227.0,5.0,250.0,5
5854,Whitefield,1545.0,3.0,79.0,3
5855,Whitefield,3262.0,4.0,260.0,4
5856,Whitefield,1132.0,2.0,79.28,2
5857,Whitefield,2830.0,5.0,160.0,4
5858,Whitefield,1195.0,2.0,70.0,2
5859,Whitefield,3480.0,4.0,284.0,3
5860,Whitefield,709.0,1.0,34.385,1
5861,Whitefield,1320.0,2.0,79.5,2
5862,Whitefield,750.0,2.0,52.7,2
5863,Whitefield,1200.0,3.0,61.96,3
5864,Whitefield,2094.0,2.0,113.19,3
5865,Whitefield,3445.0,5.0,270.0,4
5866,Whitefield,1700.0,3.0,140.0,3
5867,Whitefield,4827.0,4.0,400.0,4
5868,Whitefield,1405.0,2.0,84.5,2
5869,Whitefield,3252.0,4.0,280.0,4
5870,Whitefield,1150.0,2.0,90.0,2
5871,Whitefield,2400.0,4.0,147.0,4
5872,Whitefield,624.0,1.0,35.0,1
5873,Whitefield,1700.0,3.0,95.0,3
5874,Whitefield,4960.0,4.0,400.0,4
5875,Whitefield,2928.0,4.0,198.0,4
5876,Whitefield,2700.0,5.0,175.0,3
5877,Whitefield,1216.0,2.0,84.0,2
5878,Whitefield,2882.0,5.0,204.0,4
5879,Whitefield,1840.0,3.0,140.0,3
5880,Whitefield,1778.0,3.0,122.0,3
5881,Whitefield,650.0,1.0,25.0,1
5882,Whitefield,2155.0,3.0,125.0,4
5883,Whitefield,1216.0,2.0,75.0,2
5884,Whitefield,1255.0,2.0,77.0,2
5885,Whitefield,1216.0,2.0,73.0,2
5886,Whitefield,709.0,1.0,34.735,1
5887,Whitefield,1745.0,3.0,100.0,3
5888,Whitefield,3200.0,4.0,224.0,4
5889,Whitefield,825.0,1.0,44.9,1
5890,Whitefield,1870.0,3.0,138.0,3
5891,Whitefield,1862.0,3.0,125.0,3
5892,Whitefield,1655.0,3.0,113.0,3
5893,Whitefield,530.0,1.0,29.44,1
5894,Whitefield,905.0,1.0,50.0,1
5895,Whitefield,1600.0,3.0,82.0,3
5896,Whitefield,1230.0,4.0,80.0,4
5897,Whitefield,630.5,1.0,32.15,1
5898,Whitefield,905.0,1.0,52.0,1
5899,Whitefield,1216.0,2.0,83.0,2
5900,Whitefield,4075.0,5.0,226.0,4
5901,Whitefield,1216.0,2.0,75.0,2
5902,Whitefield,2856.0,5.0,158.5,4
5903,Whitefield,750.0,1.0,51.0,1
5904,Whitefield,1173.0,2.0,77.0,2
5905,Whitefield,1200.0,3.0,68.4,3
5906,Whitefield,3425.0,5.0,250.0,4
5907,Whitefield,2173.0,3.0,128.0,3
5908,Whitefield,905.0,1.0,62.0,1
5909,Whitefield,1870.0,3.0,138.0,3
5910,Whitefield,1320.0,2.0,99.26,2
5911,Whitefield,2901.0,4.0,190.0,3
5912,Whitefield,1485.0,2.0,96.51,2
5913,Whitefield,1755.0,3.0,101.0,3
5914,Whitefield,2225.0,3.0,149.0,3
5915,Whitefield,1250.0,2.0,82.0,2
5916,Whitefield,605.0,1.0,40.0,1
5917,Whitefield,2210.0,3.0,156.0,3
5918,Whitefield,1173.0,2.0,78.2,2
5919,Whitefield,1740.0,4.0,130.0,3
5920,Whitefield,1216.0,2.0,75.0,2
5921,Whitefield,1655.0,3.0,120.0,3
5922,Whitefield,4003.0,6.0,300.0,4
5923,Whitefield,1180.0,2.0,70.0,2
5924,Whitefield,2023.0,4.0,130.0,3
5925,Whitefield,2134.0,4.0,118.0,3
5926,Whitefield,905.0,1.0,60.0,1
5927,Whitefield,1452.0,3.0,90.0,3
5928,Whitefield,2850.0,5.0,240.0,4
5929,Whitefield,2830.0,5.0,190.0,4
5930,Whitefield,1295.0,2.0,78.5,2
5931,Whitefield,840.0,1.0,57.6,1
5932,Whitefield,640.0,1.0,19.83,1
5933,Whitefield,1991.0,3.0,104.0,3
5934,Whitefield,1655.0,3.0,97.0,3
5935,Whitefield,1850.0,3.0,150.0,3
5936,Whitefield,1200.0,3.0,67.77,3
5937,Whitefield,1290.0,2.0,90.0,2
5938,Whitefield,1216.0,2.0,75.0,2
5939,Whitefield,1356.0,2.0,94.84,2
5940,Whitefield,1338.0,2.0,103.0,2
5941,Whitefield,3450.0,4.0,208.0,3
5942,Whitefield,1267.0,2.0,90.33,2
5943,Whitefield,2400.0,4.0,143.0,4
5944,Whitefield,1836.0,3.0,125.0,3
5945,Whitefield,3596.0,3.0,200.0,3
5946,Whitefield,1275.0,2.0,65.0,3
5947,Whitefield,1216.0,2.0,82.0,2
5948,Whitefield,1495.0,3.0,88.0,2
5949,Whitefield,1564.0,3.0,103.0,3
5950,Whitefield,1585.0,3.0,84.0,3
5951,Whitefield,1558.0,3.0,90.0,3
5952,Whitefield,1216.0,2.0,75.0,2
5953,Whitefield,1704.0,3.0,120.0,3
5954,Whitefield,1256.0,2.0,73.0,2
5955,Whitefield,1300.0,2.0,78.0,2
5956,Whitefield,1570.0,3.0,88.0,3
5957,Whitefield,1216.0,2.0,84.03,2
5958,Whitefield,1216.0,2.0,72.5,2
5959,Whitefield,2025.0,4.0,115.0,3
5960,Whitefield,1346.0,2.0,100.0,3
5961,Whitefield,2990.0,3.0,198.0,4
5962,Whitefield,1720.0,3.0,98.97,3
5963,Whitefield,1600.0,3.0,95.0,3
5964,Whitefield,1655.0,3.0,108.0,3
5965,Whitefield,1740.0,3.0,95.0,3
5966,Whitefield,1350.0,2.0,88.0,2
5967,Whitefield,1216.0,2.0,80.0,2
5968,Whitefield,2900.0,4.0,225.0,4
5969,Whitefield,1340.0,2.0,101.0,2
5970,Whitefield,1500.0,3.0,78.57,3
5971,Whitefield,1626.0,3.0,85.0,3
5972,Whitefield,1100.0,2.0,65.0,2
5973,Whitefield,1270.0,2.0,65.0,3
5974,Whitefield,3117.0,3.0,261.0,3
5975,Whitefield,1216.0,2.0,73.0,2
5976,Whitefield,3150.0,3.0,290.0,3
5977,Whitefield,2956.0,5.0,234.0,4
5978,Whitefield,2247.0,3.0,145.0,3
5979,Whitefield,3940.0,5.0,265.0,4
5980,Whitefield,1160.0,2.0,67.0,2
5981,Whitefield,1180.0,2.0,77.0,2
5982,Whitefield,2140.0,3.0,139.0,3
5983,Whitefield,1314.0,2.0,84.0,2
5984,Whitefield,1431.0,3.0,85.0,3
5985,Whitefield,524.0,1.0,29.0,1
5986,Whitefield,2830.0,4.0,161.0,4
5987,Whitefield,2135.0,3.0,149.0,4
5988,Whitefield,3075.0,2.0,188.0,4
5989,Whitefield,1760.0,3.0,160.0,3
5990,Whitefield,1655.0,3.0,110.0,3
5991,Whitefield,840.0,1.0,57.0,1
5992,Whitefield,1725.0,3.0,106.0,3
5993,Whitefield,516.0,1.0,39.0,1
5994,Whitefield,6000.0,4.0,410.0,4
5995,Whitefield,1639.0,3.0,107.0,3
5996,Whitefield,1820.0,3.0,113.0,3
5997,Whitefield,3565.0,4.0,218.0,4
5998,Whitefield,3410.0,5.0,253.0,4
5999,Whitefield,4500.0,4.0,330.0,4
6000,Whitefield,1250.0,2.0,85.0,2
6001,Whitefield,1277.0,2.0,77.0,2
6002,Whitefield,1820.0,3.0,140.0,3
6003,Whitefield,3453.0,4.0,247.0,4
6004,Whitefield,2280.0,4.0,125.0,3
6005,Whitefield,2882.0,5.0,200.0,4
6006,Whitefield,1639.5,3.0,92.63,3
6007,Whitefield,1190.0,2.0,70.0,2
6008,Whitefield,1270.0,2.0,94.0,2
6009,Whitefield,1220.0,2.0,89.0,2
6010,Whitefield,3758.0,3.0,300.0,3
6011,Whitefield,1216.0,2.0,72.0,2
6012,Whitefield,5400.0,5.0,475.0,4
6013,Whitefield,1396.0,3.0,74.0,3
6014,Whitefield,1615.0,3.0,96.9,3
6015,Whitefield,1200.0,2.0,70.0,2
6016,Whitefield,1216.0,2.0,75.0,2
6017,Whitefield,2321.0,4.0,157.0,3
6018,Whitefield,1224.0,2.0,75.0,2
6019,Whitefield,1655.0,3.0,113.0,3
6020,Whitefield,4144.0,5.0,331.0,5
6021,Whitefield,1200.0,3.0,67.75,3
6022,Whitefield,2444.0,4.0,145.0,4
6023,Whitefield,1270.0,2.0,110.0,2
6024,Whitefield,1660.0,3.0,110.0,3
6025,Whitefield,1270.0,2.0,105.0,2
6026,Whitefield,1173.0,2.0,78.2,2
6027,Whitefield,1362.0,2.0,85.0,2
6028,Whitefield,1457.0,2.0,105.0,3
6029,Whitefield,1720.0,3.0,128.0,3
6030,Whitefield,1564.0,3.0,103.0,3
6031,Whitefield,1639.0,3.0,107.0,3
6032,Whitefield,1760.0,3.0,139.0,3
6033,Whitefield,613.0,1.0,48.0,1
6034,Whitefield,1730.0,3.0,125.0,3
6035,Whitefield,877.0,1.0,59.0,1
6036,Yelachenahalli,1464.0,2.0,105.0,3
6037,Yelachenahalli,2400.0,1.0,150.0,2
6038,Yelachenahalli,1700.0,3.0,130.0,3
6039,Yelachenahalli,1080.0,2.0,55.0,2
6040,Yelachenahalli,1400.0,2.0,78.0,2
6041,Yelachenahalli,1330.0,3.0,73.5,3
6042,Yelachenahalli,800.0,1.0,30.0,2
6043,Yelachenahalli,1100.0,2.0,60.0,2
6044,Yelachenahalli,1365.0,2.0,72.0,3
6045,Yelachenahalli,1103.0,2.0,55.0,2
6046,Yelachenahalli,1000.0,2.0,50.0,2
6047,Yelahanka,1326.0,2.0,78.0,2
6048,Yelahanka,1705.0,3.0,95.0,3
6049,Yelahanka,1234.0,2.0,80.0,2
6050,Yelahanka,1315.0,2.0,85.0,2
6051,Yelahanka,1170.0,2.0,62.5,2
6052,Yelahanka,697.0,1.0,45.0,1
6053,Yelahanka,2195.0,4.0,127.0,3
6054,Yelahanka,1614.0,3.0,95.0,3
6055,Yelahanka,628.0,1.0,24.0,1
6056,Yelahanka,654.0,1.0,38.4,1
6057,Yelahanka,1825.0,3.0,105.0,3
6058,Yelahanka,1603.0,3.0,96.0,3
6059,Yelahanka,1304.0,2.0,79.0,2
6060,Yelahanka,1517.0,3.0,76.3,3
6061,Yelahanka,1327.0,2.0,85.0,2
6062,Yelahanka,1566.0,3.0,97.0,3
6063,Yelahanka,1270.0,2.0,78.0,2
6064,Yelahanka,1400.0,2.0,80.54,3
6065,Yelahanka,1322.0,2.0,86.0,2
6066,Yelahanka,1100.0,2.0,70.0,2
6067,Yelahanka,1200.0,2.0,70.0,2
6068,Yelahanka,4000.0,5.0,220.0,5
6069,Yelahanka,2675.0,4.0,140.0,4
6070,Yelahanka,654.0,1.0,37.0,1
6071,Yelahanka,1465.0,3.0,80.01,3
6072,Yelahanka,1692.0,3.0,83.0,3
6073,Yelahanka,2145.0,3.0,125.0,3
6074,Yelahanka,1322.0,2.0,75.0,2
6075,Yelahanka,602.0,1.0,26.0,1
6076,Yelahanka,1100.0,2.0,60.0,2
6077,Yelahanka,1614.0,2.0,100.0,3
6078,Yelahanka,1890.0,3.0,108.0,3
6079,Yelahanka,1556.0,3.0,86.0,3
6080,Yelahanka,1610.0,4.0,85.0,3
6081,Yelahanka,1859.0,3.0,108.0,3
6082,Yelahanka,1322.0,2.0,80.0,2
6083,Yelahanka,2600.0,4.0,175.0,4
6084,Yelahanka,1305.0,2.0,78.0,2
6085,Yelahanka,1711.0,3.0,85.61,3
6086,Yelahanka,1315.0,2.0,75.0,2
6087,Yelahanka,3600.0,6.0,200.0,6
6088,Yelahanka,1614.0,3.0,95.0,3
6089,Yelahanka,1650.0,3.0,105.0,3
6090,Yelahanka,3990.0,4.0,260.0,4
6091,Yelahanka,1620.0,3.0,90.0,3
6092,Yelahanka,654.0,1.0,36.25,1
6093,Yelahanka,1614.0,3.0,93.0,3
6094,Yelahanka,694.0,1.0,30.84,1
6095,Yelahanka,1115.0,2.0,60.0,2
6096,Yelahanka,2317.0,4.0,140.0,3
6097,Yelahanka,1653.0,3.0,93.0,3
6098,Yelahanka,654.0,1.0,38.0,1
6099,Yelahanka,1445.0,2.0,82.0,2
6100,Yelahanka,602.0,1.0,38.0,1
6101,Yelahanka,697.0,1.0,35.0,1
6102,Yelahanka,682.0,1.0,36.23,1
6103,Yelahanka,1560.0,2.0,98.0,3
6104,Yelahanka,1780.0,3.0,107.0,3
6105,Yelahanka,1342.0,2.0,75.0,3
6106,Yelahanka,1823.0,3.0,103.0,3
6107,Yelahanka,1792.0,3.0,104.0,3
6108,Yelahanka,1304.0,2.0,69.97,2
6109,Yelahanka,1300.0,2.0,69.23,2
6110,Yelahanka,1705.0,3.0,91.0,3
6111,Yelahanka,1835.0,3.0,108.0,3
6112,Yelahanka,1847.0,3.0,92.0,3
6113,Yelahanka,1890.0,3.0,109.0,3
6114,Yelahanka,700.0,1.0,38.0,1
6115,Yelahanka,1491.0,3.0,85.0,3
6116,Yelahanka,2088.0,5.0,110.0,4
6117,Yelahanka,3019.0,6.0,190.0,4
6118,Yelahanka,1600.0,3.0,100.0,3
6119,Yelahanka,1705.0,3.0,85.0,3
6120,Yelahanka,1350.0,2.0,85.0,3
6121,Yelahanka,1633.0,3.0,110.0,3
6122,Yelahanka,827.5,1.0,42.535,1
6123,Yelahanka,1355.0,2.0,75.0,3
6124,Yelahanka,1104.0,2.0,58.0,2
6125,Yelahanka,1175.0,2.0,67.77,2
6126,Yelahanka,1322.0,2.0,77.9,2
6127,Yelahanka,602.0,1.0,33.0,1
6128,Yelahanka,1315.0,2.0,77.0,2
6129,Yelahanka,567.0,1.0,25.0,1
6130,Yelahanka,602.0,2.0,30.0,1
6131,Yelahanka,1234.0,2.0,80.0,2
6132,Yelahanka,1267.0,3.0,78.0,2
6133,Yelahanka,1360.0,2.0,78.19,2
6134,Yelahanka New Town,650.0,1.0,33.0,1
6135,Yelahanka New Town,500.0,1.0,20.0,1
6136,Yelahanka New Town,440.0,1.0,16.5,1
6137,Yelahanka New Town,1610.0,3.0,92.0,3
6138,Yelahanka New Town,1700.0,3.0,90.0,3
6139,Yelahanka New Town,650.0,1.0,20.0,1
6140,Yelahanka New Town,350.0,1.0,13.5,1
6141,Yelahanka New Town,1385.0,2.0,65.0,2
6142,Yelahanka New Town,500.0,2.0,24.0,1
6143,Yelahanka New Town,650.0,1.0,17.0,1
6144,Yelahanka New Town,450.0,1.0,16.0,1
6145,Yelahanka New Town,960.0,2.0,50.0,2
6146,Yelahanka New Town,1209.0,2.0,65.0,3
6147,Yelahanka New Town,1400.0,2.0,80.0,3
6148,Yelahanka New Town,450.0,1.0,15.0,1
6149,Yelahanka New Town,500.0,1.0,18.0,1
6150,Yelahanka New Town,1420.0,2.0,75.0,3
6151,Yelahanka New Town,2200.0,2.0,180.0,2
6152,Yelahanka New Town,488.0,1.0,20.0,1
6153,Yelahanka New Town,1100.0,2.0,58.0,2
6154,Yelahanka New Town,1000.0,2.0,44.0,2
6155,Yelahanka New Town,650.0,1.0,18.0,1
6156,Yelahanka New Town,1740.0,3.0,150.0,3
6157,Yelahanka New Town,1290.0,2.0,70.0,2
6158,Yelenahalli,1240.0,2.0,47.12,2
6159,Yelenahalli,1200.0,2.0,46.17,2
6160,Yelenahalli,1260.0,2.0,47.88,2
6161,Yelenahalli,1175.0,2.0,50.0,2
6162,Yelenahalli,1650.0,3.0,68.0,3
6163,Yelenahalli,1200.0,2.0,45.6,2
6164,Yelenahalli,1200.0,2.0,46.17,2
6165,Yelenahalli,1160.0,2.0,44.08,2
6166,Yeshwanthpur,1693.0,3.0,108.0,3
6167,Yeshwanthpur,667.0,1.0,36.85,1
6168,Yeshwanthpur,1950.0,4.0,130.0,4
6169,Yeshwanthpur,665.0,1.0,36.85,1
6170,Yeshwanthpur,671.0,1.0,36.85,1
6171,Yeshwanthpur,1277.5,2.0,95.815,2
6172,Yeshwanthpur,668.0,1.0,36.85,1
6173,Yeshwanthpur,1185.0,2.0,75.84,2
6174,Yeshwanthpur,1195.0,2.0,100.0,2
6175,Yeshwanthpur,1313.0,3.0,96.0,3
6176,Yeshwanthpur,1400.0,2.0,100.0,2
6177,Yeshwanthpur,673.0,1.0,36.85,1
6178,Yeshwanthpur,717.0,2.0,49.475,2
6179,Yeshwanthpur,605.0,1.0,41.745,1
6180,Yeshwanthpur,669.0,1.0,36.85,1
6181,Yeshwanthpur,3027.0,4.0,260.0,3
6182,Yeshwanthpur,670.0,1.0,36.85,1
6183,Yeshwanthpur,1240.0,2.0,80.0,2
6184,Yeshwanthpur,1713.0,3.0,110.0,3
6185,Yeshwanthpur,1144.0,2.0,67.0,2
6186,Yeshwanthpur,1541.0,2.0,130.0,2
6187,Yeshwanthpur,1362.0,2.0,100.0,2
6188,Yeshwanthpur,666.0,1.0,36.8,1
6189,Yeshwanthpur,1855.0,3.0,140.0,3
6190,Yeshwanthpur,1165.0,2.0,85.0,2
6191,Yeshwanthpur,1825.0,3.0,145.0,3
6192,Yeshwanthpur,994.0,2.0,54.67,1
6193,Yeshwanthpur,650.0,1.0,40.0,1
6194,Yeshwanthpur,1855.0,3.0,140.0,3
6195,Yeshwanthpur,1500.0,3.0,100.0,3
6196,Yeshwanthpur,674.0,1.0,36.85,1
6197,Yeshwanthpur,672.0,1.0,36.85,1
6198,Yeshwanthpur,1195.0,2.0,100.0,2
6199,Yeshwanthpur,1692.0,3.0,108.0,3
6200,Yeshwanthpur,2500.0,5.0,185.0,6
6201,Yeshwanthpur,1855.0,3.0,135.0,3
6202,Yeshwanthpur,1876.0,3.0,160.0,3
6203,other,2770.0,4.0,290.0,3
6204,other,510.0,1.0,25.25,1
6205,other,600.0,1.0,38.0,1
6206,other,1500.0,2.0,185.0,2
6207,other,840.0,2.0,45.0,2
6208,other,4395.0,3.0,240.0,3
6209,other,845.0,2.0,55.0,2
6210,other,2511.0,3.0,205.0,3
6211,other,1660.0,2.0,105.0,3
6212,other,1200.0,2.0,65.0,2
6213,other,1200.0,3.0,90.0,3
6214,other,782.0,2.0,55.68,2
6215,other,1800.0,3.0,120.0,3
6216,other,1413.0,2.0,75.0,3
6217,other,945.0,2.0,54.0,2
6218,other,1870.0,3.0,110.0,3
6219,other,1260.0,2.0,85.05,3
6220,other,2795.0,4.0,235.0,3
6221,other,1904.0,3.0,150.0,3
6222,other,2000.0,3.0,175.0,3
6223,other,1500.0,3.0,100.0,3
6224,other,1783.0,3.0,115.0,3
6225,other,912.0,2.0,70.0,3
6226,other,1580.0,3.0,100.0,3
6227,other,1415.0,3.0,78.0,3
6228,other,2405.0,4.0,260.0,3
6229,other,1500.0,2.0,115.0,2
6230,other,1060.0,2.0,60.0,2
6231,other,2600.0,8.0,180.0,8
6232,other,1285.0,2.0,72.5,2
6233,other,4050.0,3.0,280.0,3
6234,other,1280.0,2.0,69.0,2
6235,other,3045.0,3.0,170.0,3
6236,other,900.0,2.0,110.0,2
6237,other,1560.0,3.0,115.0,3
6238,other,1200.0,4.0,165.0,4
6239,other,1645.0,3.0,95.0,3
6240,other,1200.0,2.0,79.0,2
6241,other,1350.0,2.0,140.0,3
6242,other,1800.0,3.0,150.0,3
6243,other,1762.0,3.0,125.0,3
6244,other,1200.0,3.0,90.0,3
6245,other,2023.71,3.0,275.0,3
6246,other,2150.0,4.0,240.0,3
6247,other,3309.0,4.0,325.0,4
6248,other,5000.0,9.0,360.0,11
6249,other,1150.0,2.0,126.0,2
6250,other,1200.0,2.0,74.0,2
6251,other,1753.0,3.0,120.0,3
6252,other,720.0,2.0,45.0,2
6253,other,1200.0,3.0,165.0,4
6254,other,700.0,1.0,41.0,1
6255,other,1595.0,3.0,115.0,3
6256,other,1353.0,2.0,110.0,2
6257,other,1200.0,2.0,85.0,1
6258,other,1325.0,2.0,90.0,3
6259,other,1056.0,2.0,80.0,2
6260,other,1544.0,3.0,120.0,3
6261,other,1200.0,2.0,65.0,2
6262,other,540.0,1.0,36.0,1
6263,other,1578.0,3.0,180.0,3
6264,other,1600.0,2.0,115.0,2
6265,other,416.0,1.0,18.5,1
6266,other,834.0,1.0,60.0,1
6267,other,1125.0,4.0,70.0,3
6268,other,3000.0,5.0,260.0,4
6269,other,2160.0,5.0,250.0,6
